seed,status,score,layout_count,platform_count,ramp_count,reachable_ramps,reachable_platforms,link_segments,link_connections,failed_link_connections,coverage_ratio,base_reachable_ratio,unique_layouts,elevation_span,decoration_count,blocking_ground_decorations,error_count,warning_count,generation_ms,analysis_ms,errors,warnings
2284,INVALID,28.735,6,13,13,6,6,11,5,0,0.151236,0.546804,5,72.496,194,28,2,3,31.08,14.953,unreachable_platforms:7|base_reachable_ratio_too_low:0.547,coverage_capped_by_available_surface|link_platform_intersections:6|raised_links_without_explicit_vertical_transition:10
2285,INVALID,57.511,5,10,12,11,9,7,4,0,0.145257,1.0,4,36.487,184,28,2,3,23.982,22.314,layout_count_below_minimum|unreachable_platforms:1,coverage_capped_by_available_surface|link_platform_intersections:4|raised_links_without_explicit_vertical_transition:8
2286,INVALID,25.355,6,12,14,5,5,11,5,0,0.154008,0.576705,5,37.959,187,28,2,3,26.427,13.955,unreachable_platforms:7|base_reachable_ratio_too_low:0.577,coverage_capped_by_available_surface|link_platform_intersections:6|raised_links_without_explicit_vertical_transition:10
2287,INVALID,61.211,7,11,14,11,9,9,6,0,0.175574,1.0,4,30.233,201,27,1,3,34.458,20.178,unreachable_platforms:2,coverage_capped_by_available_surface|link_platform_intersections:4|raised_links_without_explicit_vertical_transition:12
2288,VALID,75.088,7,10,13,12,10,10,6,0,0.170972,0.993993,4,31.242,203,28,0,3,28.69,20.097,,coverage_capped_by_available_surface|link_platform_intersections:4|raised_links_without_explicit_vertical_transition:12
2289,INVALID,68.116,5,8,11,9,8,8,4,0,0.125756,1.0,4,34.237,177,28,1,3,28.844,23.306,layout_count_below_minimum,coverage_capped_by_available_surface|link_platform_intersections:4|raised_links_without_explicit_vertical_transition:8
2290,INVALID,65.765,6,11,12,11,10,10,5,0,0.143241,0.995869,5,45.228,179,27,1,3,38.18,23.782,unreachable_platforms:1,coverage_capped_by_available_surface|link_platform_intersections:5|raised_links_without_explicit_vertical_transition:10
2291,INVALID,27.271,8,14,15,7,7,14,7,0,0.18367,0.599745,6,30.49,204,27,2,3,46.833,12.59,unreachable_platforms:7|base_reachable_ratio_too_low:0.600,coverage_capped_by_available_surface|link_platform_intersections:9|raised_links_without_explicit_vertical_transition:12
2292,INVALID,52.328,9,12,13,10,10,12,8,1,0.179807,0.90624,4,31.408,210,29,1,4,40.761,17.986,unreachable_platforms:2,coverage_capped_by_available_surface|link_connections_without_blocks:1|link_platform_intersections:6|raised_links_without_explicit_vertical_transition:14
2293,VALID,75.588,6,9,10,10,9,6,5,1,0.140268,1.0,5,38.628,184,27,0,4,31.241,20.073,,coverage_capped_by_available_surface|link_connections_without_blocks:1|link_platform_intersections:3|raised_links_without_explicit_vertical_transition:6
2294,INVALID,66.279,6,13,15,13,12,10,5,0,0.172635,1.0,5,28.319,196,27,1,3,32.469,21.559,unreachable_platforms:1,coverage_capped_by_available_surface|link_platform_intersections:6|raised_links_without_explicit_vertical_transition:7
2295,INVALID,59.066,6,9,11,9,7,7,5,0,0.126025,0.99981,4,20.862,174,27,1,3,39.958,27.885,unreachable_platforms:2,coverage_capped_by_available_surface|link_platform_intersections:3|raised_links_without_explicit_vertical_transition:10
2296,INVALID,25.88,8,13,17,7,6,12,7,0,0.196251,0.695551,5,33.179,213,28,2,3,44.841,14.409,unreachable_platforms:7|base_reachable_ratio_too_low:0.696,coverage_capped_by_available_surface|link_platform_intersections:7|raised_links_without_explicit_vertical_transition:14
2297,INVALID,37.495,6,13,13,8,8,10,5,0,0.192925,0.821204,4,63.288,211,28,2,3,28.254,17.134,unreachable_platforms:5|base_reachable_ratio_too_low:0.821,coverage_capped_by_available_surface|link_platform_intersections:7|raised_links_without_explicit_vertical_transition:9
2298,INVALID,59.013,7,13,14,11,10,10,6,0,0.184712,0.999781,4,33.264,200,26,1,3,38.932,22.272,unreachable_platforms:3,coverage_capped_by_available_surface|link_platform_intersections:6|raised_links_without_explicit_vertical_transition:10
2299,INVALID,59.643,7,15,16,12,12,13,6,0,0.188945,0.978728,4,51.481,197,28,1,3,40.393,19.475,unreachable_platforms:3,coverage_capped_by_available_surface|link_platform_intersections:7|raised_links_without_explicit_vertical_transition:10
2300,INVALID,24.53,8,14,14,5,5,10,7,0,0.193194,0.67564,4,61.911,216,27,2,3,42.683,15.057,unreachable_platforms:9|base_reachable_ratio_too_low:0.676,coverage_capped_by_available_surface|link_platform_intersections:3|raised_links_without_explicit_vertical_transition:14
2301,INVALID,25.121,6,12,14,5,5,12,5,0,0.165967,0.602064,5,31.805,194,26,2,3,26.23,12.939,unreachable_platforms:7|base_reachable_ratio_too_low:0.602,coverage_capped_by_available_surface|link_platform_intersections:7|raised_links_without_explicit_vertical_transition:10
2302,INVALID,53.855,5,12,12,9,9,9,4,0,0.14015,0.996766,5,46.297,180,28,2,3,21.098,21.588,layout_count_below_minimum|unreachable_platforms:3,coverage_capped_by_available_surface|link_platform_intersections:5|raised_links_without_explicit_vertical_transition:8
2303,INVALID,59.354,7,13,15,11,10,8,6,1,0.173777,0.999473,5,41.287,194,26,1,4,31.637,21.753,unreachable_platforms:3,coverage_capped_by_available_surface|link_connections_without_blocks:1|link_platform_intersections:4|raised_links_without_explicit_vertical_transition:7
2304,INVALID,27.998,6,15,15,6,6,8,5,0,0.179286,0.470716,6,30.078,215,28,2,3,33.344,10.667,unreachable_platforms:9|base_reachable_ratio_too_low:0.471,coverage_capped_by_available_surface|link_platform_intersections:4|raised_links_without_explicit_vertical_transition:9
2305,INVALID,62.87,7,14,17,15,12,10,6,0,0.181218,0.999215,5,24.68,206,26,1,3,35.015,22.302,unreachable_platforms:2,coverage_capped_by_available_surface|link_platform_intersections:6|raised_links_without_explicit_vertical_transition:10
2306,INVALID,68.16,6,14,14,13,13,8,5,0,0.159886,0.993185,5,44.274,192,28,1,3,33.231,20.375,unreachable_platforms:1,coverage_capped_by_available_surface|link_platform_intersections:3|raised_links_without_explicit_vertical_transition:10
2307,INVALID,63.032,6,11,13,11,9,11,5,0,0.163397,1.0,5,42.521,197,26,1,3,34.79,21.498,unreachable_platforms:2,coverage_capped_by_available_surface|link_platform_intersections:6|raised_links_without_explicit_vertical_transition:10
2308,VALID,79.598,7,11,12,12,11,10,6,0,0.160978,0.997518,5,112.934,192,27,0,3,44.267,21.188,,coverage_capped_by_available_surface|link_platform_intersections:4|raised_links_without_explicit_vertical_transition:11
2309,INVALID,48.269,4,11,11,8,8,9,3,0,0.12322,0.93447,4,29.383,172,27,2,3,22.053,20.909,layout_count_below_minimum|unreachable_platforms:3,coverage_capped_by_available_surface|link_platform_intersections:4|raised_links_without_explicit_vertical_transition:6
2310,INVALID,61.939,7,12,13,11,10,12,6,0,0.175339,0.990901,5,42.621,207,27,1,3,37.019,20.144,unreachable_platforms:2,coverage_capped_by_available_surface|link_platform_intersections:7|raised_links_without_explicit_vertical_transition:12
2311,INVALID,62.681,6,11,12,11,10,9,5,0,0.154948,0.971065,4,38.179,184,27,1,3,27.187,20.569,unreachable_platforms:1,coverage_capped_by_available_surface|link_platform_intersections:5|raised_links_without_explicit_vertical_transition:10
2312,INVALID,29.66,9,13,14,7,7,10,8,0,0.208294,0.577901,5,42.145,217,27,2,3,45.035,11.473,unreachable_platforms:6|base_reachable_ratio_too_low:0.578,coverage_capped_by_available_surface|link_platform_intersections:5|raised_links_without_explicit_vertical_transition:16
2313,INVALID,49.754,5,9,10,7,7,9,4,0,0.143392,0.9157,5,48.236,185,28,2,3,30.247,21.242,layout_count_below_minimum|unreachable_platforms:2,coverage_capped_by_available_surface|link_platform_intersections:6|raised_links_without_explicit_vertical_transition:8
2314,VALID,75.066,6,10,12,11,10,9,5,0,0.151505,0.998266,4,47.463,190,27,0,3,29.111,21.268,,coverage_capped_by_available_surface|link_platform_intersections:7|raised_links_without_explicit_vertical_transition:10
2315,INVALID,58.918,5,11,15,13,10,8,4,0,0.135565,0.995816,4,54.643,179,28,2,3,28.059,24.302,layout_count_below_minimum|unreachable_platforms:1,coverage_capped_by_available_surface|link_platform_intersections:3|raised_links_without_explicit_vertical_transition:8
2316,INVALID,64.756,6,14,14,11,11,8,5,0,0.170435,0.972274,6,70.959,193,28,1,3,30.774,20.277,unreachable_platforms:3,coverage_capped_by_available_surface|link_platform_intersections:4|raised_links_without_explicit_vertical_transition:10
2317,INVALID,27.844,5,9,11,8,6,11,4,0,0.128662,0.817579,4,32.281,174,27,3,3,19.594,18.12,layout_count_below_minimum|unreachable_platforms:3|base_reachable_ratio_too_low:0.818,coverage_capped_by_available_surface|link_platform_intersections:8|raised_links_without_explicit_vertical_transition:8
2318,INVALID,65.631,6,13,13,12,12,6,5,2,0.151791,1.0,5,53.964,190,28,1,4,24.039,22.861,unreachable_platforms:1,coverage_capped_by_available_surface|link_connections_without_blocks:2|link_platform_intersections:2|raised_links_without_explicit_vertical_transition:6
2319,VALID,77.949,6,12,14,13,12,11,5,0,0.153756,1.0,5,59.343,187,27,0,3,35.594,21.453,,coverage_capped_by_available_surface|link_platform_intersections:6|raised_links_without_explicit_vertical_transition:10
2320,INVALID,69.804,5,9,11,10,9,9,4,0,0.1078,0.999901,5,41.482,163,27,1,3,28.4,22.424,layout_count_below_minimum,coverage_capped_by_available_surface|link_platform_intersections:4|raised_links_without_explicit_vertical_transition:8
2321,INVALID,51.884,6,12,12,8,8,9,5,0,0.146214,0.926738,4,50.643,179,28,1,3,22.298,19.673,unreachable_platforms:4,coverage_capped_by_available_surface|link_platform_intersections:5|raised_links_without_explicit_vertical_transition:10
2322,INVALID,61.303,7,11,12,10,9,12,6,0,0.157367,0.99947,5,49.695,193,28,1,3,33.801,20.497,unreachable_platforms:2,coverage_capped_by_available_surface|link_platform_intersections:8|raised_links_without_explicit_vertical_transition:12
2323,INVALID,34.717,7,14,17,9,9,11,6,0,0.155469,0.632356,6,40.651,192,27,2,3,23.849,19.176,unreachable_platforms:5|base_reachable_ratio_too_low:0.632,coverage_capped_by_available_surface|link_platform_intersections:4|raised_links_without_explicit_vertical_transition:12
2324,INVALID,63.103,7,14,15,13,12,11,6,1,0.17287,0.998346,6,44.527,200,28,1,4,40.904,20.043,unreachable_platforms:2,coverage_capped_by_available_surface|link_connections_without_blocks:1|link_platform_intersections:6|raised_links_without_explicit_vertical_transition:10
2325,INVALID,31.263,6,13,14,7,7,9,5,0,0.150699,0.669746,5,51.932,182,27,2,3,25.011,15.178,unreachable_platforms:6|base_reachable_ratio_too_low:0.670,coverage_capped_by_available_surface|link_platform_intersections:4|raised_links_without_explicit_vertical_transition:10
2326,INVALID,62.407,7,11,13,12,10,12,6,0,0.161197,0.996442,4,33.091,195,28,1,3,27.38,22.491,unreachable_platforms:1,coverage_capped_by_available_surface|link_platform_intersections:7|raised_links_without_explicit_vertical_transition:12
2327,INVALID,62.718,6,14,14,12,12,10,5,0,0.149221,1.0,4,44.406,183,27,1,3,27.116,22.101,unreachable_platforms:2,coverage_capped_by_available_surface|link_platform_intersections:5|raised_links_without_explicit_vertical_transition:8
2328,INVALID,65.849,7,12,14,13,11,10,6,0,0.17455,0.998615,5,28.193,200,27,1,3,32.745,20.165,unreachable_platforms:1,coverage_capped_by_available_surface|link_platform_intersections:4|raised_links_without_explicit_vertical_transition:12
2329,INVALID,52.957,7,12,13,10,10,12,6,0,0.160122,0.881886,4,35.201,190,28,1,3,35.772,18.287,unreachable_platforms:2,coverage_capped_by_available_surface|link_platform_intersections:7|raised_links_without_explicit_vertical_transition:12
2330,INVALID,63.418,6,12,14,11,10,9,5,0,0.149657,0.999588,5,32.142,188,27,1,3,37.609,20.547,unreachable_platforms:2,coverage_capped_by_available_surface|link_platform_intersections:4|raised_links_without_explicit_vertical_transition:8
2331,INVALID,39.522,6,11,14,8,8,10,5,0,0.142351,0.799253,5,52.377,179,27,2,3,34.557,19.006,unreachable_platforms:3|base_reachable_ratio_too_low:0.799,coverage_capped_by_available_surface|link_platform_intersections:6|raised_links_without_explicit_vertical_transition:10
2332,INVALID,69.824,5,12,12,12,12,8,4,0,0.146617,0.998268,4,39.164,185,28,1,3,23.671,22.448,layout_count_below_minimum,coverage_capped_by_available_surface|link_platform_intersections:3|raised_links_without_explicit_vertical_transition:8
2333,INVALID,26.291,8,12,16,7,6,13,7,0,0.174785,0.640885,5,41.658,198,28,2,3,33.825,14.188,unreachable_platforms:6|base_reachable_ratio_too_low:0.641,coverage_capped_by_available_surface|link_platform_intersections:9|raised_links_without_explicit_vertical_transition:14
2334,INVALID,65.187,6,10,13,11,9,8,5,1,0.15127,0.999901,6,38.984,193,27,1,4,22.984,21.762,unreachable_platforms:1,coverage_capped_by_available_surface|link_connections_without_blocks:1|link_platform_intersections:5|raised_links_without_explicit_vertical_transition:8
2335,INVALID,67.256,8,12,16,15,11,10,7,0,0.193899,0.996526,6,35.583,216,28,1,3,40.313,19.568,unreachable_platforms:1,coverage_capped_by_available_surface|link_platform_intersections:4|raised_links_without_explicit_vertical_transition:14
2336,INVALID,30.941,6,10,14,8,6,11,5,0,0.140957,0.707372,5,32.283,177,27,2,3,30.274,15.717,unreachable_platforms:4|base_reachable_ratio_too_low:0.707,coverage_capped_by_available_surface|link_platform_intersections:6|raised_links_without_explicit_vertical_transition:10
2337,VALID,74.694,6,13,13,13,13,10,5,0,0.133247,0.999605,4,45.736,177,29,0,3,23.118,23.472,,coverage_capped_by_available_surface|link_platform_intersections:6|raised_links_without_explicit_vertical_transition:10
2338,INVALID,59.931,8,13,15,13,11,11,7,1,0.191178,0.999767,4,35.529,209,29,1,4,36.311,19.916,unreachable_platforms:2,coverage_capped_by_available_surface|link_connections_without_blocks:1|link_platform_intersections:5|raised_links_without_explicit_vertical_transition:12
2339,INVALID,53.032,4,9,9,7,7,9,3,0,0.117777,0.997343,4,29.268,177,27,2,3,20.861,25.344,layout_count_below_minimum|unreachable_platforms:2,coverage_capped_by_available_surface|link_platform_intersections:5|raised_links_without_explicit_vertical_transition:6
2340,INVALID,59.941,7,10,13,10,8,12,6,0,0.164254,0.999792,5,31.392,193,26,1,3,30.651,20.95,unreachable_platforms:2,coverage_capped_by_available_surface|link_platform_intersections:8|raised_links_without_explicit_vertical_transition:10
2341,INVALID,32.907,9,12,15,9,8,11,8,0,0.180177,0.63946,5,39.804,208,28,2,3,49.599,13.629,unreachable_platforms:4|base_reachable_ratio_too_low:0.639,coverage_capped_by_available_surface|link_platform_intersections:5|raised_links_without_explicit_vertical_transition:16
2342,INVALID,62.523,7,16,17,14,14,10,6,0,0.183721,0.98075,5,25.349,200,29,1,3,27.41,18.415,unreachable_platforms:2,coverage_capped_by_available_surface|link_platform_intersections:6|raised_links_without_explicit_vertical_transition:10
2343,INVALID,54.343,7,13,14,10,9,15,6,0,0.188441,0.989708,4,20.535,206,27,1,3,27.371,19.672,unreachable_platforms:4,coverage_capped_by_available_surface|link_platform_intersections:9|raised_links_without_explicit_vertical_transition:12
2344,VALID,76.527,7,10,15,14,10,9,6,0,0.173559,1.0,5,33.095,204,27,0,3,35.592,20.528,,coverage_capped_by_available_surface|link_platform_intersections:5|raised_links_without_explicit_vertical_transition:12
2345,INVALID,63.989,6,12,13,11,10,8,5,0,0.152328,1.0,5,27.218,190,27,1,3,27.815,18.036,unreachable_platforms:2,coverage_capped_by_available_surface|link_platform_intersections:3|raised_links_without_explicit_vertical_transition:10
2346,INVALID,61.615,7,14,16,13,12,8,6,0,0.154831,0.980946,5,32.57,187,26,1,3,29.745,21.075,unreachable_platforms:2,coverage_capped_by_available_surface|link_platform_intersections:5|raised_links_without_explicit_vertical_transition:10
2347,VALID,75.392,8,14,15,15,14,13,7,0,0.19185,1.0,5,35.744,211,28,0,3,34.992,19.507,,coverage_capped_by_available_surface|link_platform_intersections:8|raised_links_without_explicit_vertical_transition:14
2348,INVALID,68.999,5,10,13,11,10,9,4,0,0.115392,1.0,5,31.489,171,26,1,3,29.408,23.762,layout_count_below_minimum,coverage_capped_by_available_surface|link_platform_intersections:5|raised_links_without_explicit_vertical_transition:8
2349,INVALID,66.099,6,11,12,11,10,10,5,0,0.161969,0.999792,5,33.7,189,26,1,3,31.033,26.021,unreachable_platforms:1,coverage_capped_by_available_surface|link_platform_intersections:5|raised_links_without_explicit_vertical_transition:10
2350,INVALID,49.256,5,13,14,11,10,10,4,0,0.135363,0.958952,4,31.644,177,28,2,3,29.266,17.188,layout_count_below_minimum|unreachable_platforms:3,coverage_capped_by_available_surface|link_platform_intersections:5|raised_links_without_explicit_vertical_transition:7
2351,INVALID,69.354,5,10,12,11,10,10,4,0,0.119675,0.999703,5,35.154,171,28,1,3,29.038,21.227,layout_count_below_minimum,coverage_capped_by_available_surface|link_platform_intersections:5|raised_links_without_explicit_vertical_transition:8
2352,INVALID,58.701,6,14,14,10,10,9,5,0,0.182881,0.981816,5,35.823,212,29,1,3,35.497,21.018,unreachable_platforms:4,coverage_capped_by_available_surface|link_platform_intersections:6|raised_links_without_explicit_vertical_transition:10
2353,INVALID,66.38,5,12,12,12,12,10,4,0,0.139176,1.0,3,47.448,185,27,1,3,23.998,22.324,layout_count_below_minimum,coverage_capped_by_available_surface|link_platform_intersections:6|raised_links_without_explicit_vertical_transition:8
2354,INVALID,64.442,6,11,11,10,10,8,5,0,0.145341,0.999896,4,45.574,186,28,1,3,27.654,21.52,unreachable_platforms:1,coverage_capped_by_available_surface|link_platform_intersections:5|raised_links_without_explicit_vertical_transition:8
2355,INVALID,63.788,6,11,11,9,9,9,5,0,0.147978,0.98989,4,114.59,183,27,1,3,28.646,20.78,unreachable_platforms:2,coverage_capped_by_available_surface|link_platform_intersections:4|raised_links_without_explicit_vertical_transition:8
2356,INVALID,64.15,6,11,11,10,10,9,5,0,0.157317,1.0,4,39.69,197,27,1,3,22.178,20.655,unreachable_platforms:1,coverage_capped_by_available_surface|link_platform_intersections:6|raised_links_without_explicit_vertical_transition:10
2357,INVALID,67.03,6,12,13,11,10,11,5,0,0.160239,0.99703,6,72.399,192,27,1,3,29.735,21.926,unreachable_platforms:2,coverage_capped_by_available_surface|link_platform_intersections:5|raised_links_without_explicit_vertical_transition:8
2358,INVALID,65.793,7,10,14,10,9,10,6,0,0.149691,0.999591,4,125.798,187,28,1,3,29.633,23.238,unreachable_platforms:1,coverage_capped_by_available_surface|link_platform_intersections:5|raised_links_without_explicit_vertical_transition:11
2359,INVALID,54.366,5,12,12,10,10,8,4,1,0.140083,1.0,5,34.554,178,27,2,4,32.895,22.565,layout_count_below_minimum|unreachable_platforms:2,coverage_capped_by_available_surface|link_connections_without_blocks:1|link_platform_intersections:4|raised_links_without_explicit_vertical_transition:6
2360,INVALID,45.506,7,14,14,11,11,8,6,0,0.182175,0.875431,4,28.995,198,28,2,3,29.692,19.118,unreachable_platforms:3|base_reachable_ratio_too_low:0.875,coverage_capped_by_available_surface|link_platform_intersections:3|raised_links_without_explicit_vertical_transition:12
2361,INVALID,68.966,7,14,15,14,13,10,6,0,0.185736,0.999887,5,67.468,207,27,1,3,27.891,20.274,unreachable_platforms:1,coverage_capped_by_available_surface|link_platform_intersections:4|raised_links_without_explicit_vertical_transition:12
2362,INVALID,0,7,11,12,0,0,10,6,0,0.160978,0.0,5,113.547,188,28,4,3,30.688,1.925,arrival_blocked_by_link|arrival_has_no_free_navigation_cell|unreachable_platforms:11|base_reachable_ratio_too_low:0.000,coverage_capped_by_available_surface|link_platform_intersections:5|raised_links_without_explicit_vertical_transition:12
2363,INVALID,59.941,8,14,15,12,11,11,7,1,0.199661,0.997145,6,32.437,218,28,1,4,26.983,21.346,unreachable_platforms:3,coverage_capped_by_available_surface|link_connections_without_blocks:1|link_platform_intersections:6|raised_links_without_explicit_vertical_transition:12
2364,VALID,77.989,7,11,15,12,11,9,6,0,0.171291,0.988794,5,33.125,206,29,0,3,25.47,20.357,,coverage_capped_by_available_surface|link_platform_intersections:2|raised_links_without_explicit_vertical_transition:12
2365,INVALID,60.461,7,14,16,12,11,9,6,1,0.188709,0.999777,6,17.507,209,28,1,4,34.468,20.959,unreachable_platforms:3,coverage_capped_by_available_surface|link_connections_without_blocks:1|link_platform_intersections:5|raised_links_without_explicit_vertical_transition:10
2366,INVALID,22.31,6,12,12,4,4,10,5,0,0.142737,0.543592,5,43.654,183,28,2,3,27.74,13.123,unreachable_platforms:8|base_reachable_ratio_too_low:0.544,coverage_capped_by_available_surface|link_platform_intersections:6|raised_links_without_explicit_vertical_transition:10
2367,INVALID,70.03,5,11,13,12,11,10,4,0,0.133969,1.0,5,36.849,186,26,1,3,22.077,20.631,layout_count_below_minimum,coverage_capped_by_available_surface|link_platform_intersections:5|raised_links_without_explicit_vertical_transition:6
2368,INVALID,32.459,8,16,18,12,10,10,7,0,0.214039,0.623466,5,35.976,215,27,2,3,34.122,13.39,unreachable_platforms:6|base_reachable_ratio_too_low:0.623,coverage_capped_by_available_surface|link_platform_intersections:7|raised_links_without_explicit_vertical_transition:13
2369,INVALID,68.257,6,12,14,12,11,9,5,0,0.153386,0.994164,6,39.942,186,27,1,3,25.366,23.052,unreachable_platforms:1,coverage_capped_by_available_surface|link_platform_intersections:4|raised_links_without_explicit_vertical_transition:10
2370,INVALID,58.101,7,13,13,10,10,9,6,0,0.160306,0.965156,4,40.71,195,28,1,3,28.709,20.905,unreachable_platforms:3,coverage_capped_by_available_surface|link_platform_intersections:3|raised_links_without_explicit_vertical_transition:12
2371,INVALID,68.6,6,14,16,14,13,12,5,0,0.159131,1.0,6,46.23,192,26,1,3,27.482,20.331,unreachable_platforms:1,coverage_capped_by_available_surface|link_platform_intersections:6|raised_links_without_explicit_vertical_transition:10
2372,VALID,76.576,7,11,13,13,11,10,6,0,0.174751,0.999893,4,48.957,201,27,0,3,36.41,28.717,,coverage_capped_by_available_surface|link_platform_intersections:4|raised_links_without_explicit_vertical_transition:12
2373,INVALID,67.384,6,11,11,10,10,8,5,0,0.143275,0.999897,4,108.367,181,28,1,3,27.594,19.443,unreachable_platforms:1,coverage_capped_by_available_surface|link_platform_intersections:4|raised_links_without_explicit_vertical_transition:10
2374,INVALID,62.496,6,9,16,13,8,10,5,0,0.125554,0.999118,4,46.168,173,27,1,3,24.787,34.153,unreachable_platforms:1,coverage_capped_by_available_surface|link_platform_intersections:6|raised_links_without_explicit_vertical_transition:10
2375,INVALID,52.466,4,10,10,8,8,6,3,0,0.115913,0.996343,3,29.62,170,29,2,3,18.729,23.338,layout_count_below_minimum|unreachable_platforms:2,coverage_capped_by_available_surface|link_platform_intersections:3|raised_links_without_explicit_vertical_transition:6
2376,INVALID,64.765,6,13,14,13,12,5,5,2,0.141578,0.9998,5,45.849,174,27,1,4,30.086,23.452,unreachable_platforms:1,coverage_capped_by_available_surface|link_connections_without_blocks:2|link_platform_intersections:2|raised_links_without_explicit_vertical_transition:6
2377,INVALID,68.501,6,12,14,12,11,9,5,1,0.150245,0.999796,6,80.985,183,26,1,4,29.228,23.059,unreachable_platforms:1,coverage_capped_by_available_surface|link_connections_without_blocks:1|link_platform_intersections:4|raised_links_without_explicit_vertical_transition:8
2378,INVALID,60.552,6,12,12,10,10,9,5,0,0.160642,0.977599,4,44.48,194,28,1,3,62.906,20.094,unreachable_platforms:2,coverage_capped_by_available_surface|link_platform_intersections:6|raised_links_without_explicit_vertical_transition:10
2379,INVALID,67.133,6,12,14,12,11,8,5,0,0.146365,0.994505,5,54.34,186,29,1,3,27.101,23.065,unreachable_platforms:1,coverage_capped_by_available_surface|link_platform_intersections:4|raised_links_without_explicit_vertical_transition:7
2380,INVALID,37.959,8,10,16,9,7,10,7,1,0.171359,0.85063,4,51.252,199,29,2,4,44.871,17.509,unreachable_platforms:3|base_reachable_ratio_too_low:0.851,coverage_capped_by_available_surface|link_connections_without_blocks:1|link_platform_intersections:5|raised_links_without_explicit_vertical_transition:12
2381,INVALID,59.505,7,12,16,12,11,9,6,1,0.155083,0.909973,5,61.052,182,26,1,4,37.172,24.871,unreachable_platforms:1,coverage_capped_by_available_surface|link_connections_without_blocks:1|link_platform_intersections:4|raised_links_without_explicit_vertical_transition:10
2382,INVALID,56.383,5,8,12,9,7,8,4,0,0.117979,1.0,4,51.321,172,29,2,3,30.844,23.243,layout_count_below_minimum|unreachable_platforms:1,coverage_capped_by_available_surface|link_platform_intersections:4|raised_links_without_explicit_vertical_transition:8
2383,INVALID,29.235,8,13,13,8,8,13,7,0,0.18488,0.711156,3,49.727,203,27,2,3,37.559,14.401,unreachable_platforms:5|base_reachable_ratio_too_low:0.711,coverage_capped_by_available_surface|link_platform_intersections:7|raised_links_without_explicit_vertical_transition:13
2384,INVALID,32.877,9,14,16,9,9,9,8,1,0.20606,0.543763,5,48.368,224,27,2,4,53.997,11.093,unreachable_platforms:5|base_reachable_ratio_too_low:0.544,coverage_capped_by_available_surface|link_connections_without_blocks:1|link_platform_intersections:3|raised_links_without_explicit_vertical_transition:14
2385,INVALID,64.328,7,14,15,14,13,8,6,1,0.172182,1.0,5,51.45,193,28,1,4,31.863,19.309,unreachable_platforms:1,coverage_capped_by_available_surface|link_connections_without_blocks:1|link_platform_intersections:7|raised_links_without_explicit_vertical_transition:9
2386,INVALID,58.508,5,12,12,11,11,11,4,0,0.146903,0.999577,4,53.214,176,27,2,3,25.626,26.651,layout_count_below_minimum|unreachable_platforms:1,coverage_capped_by_available_surface|link_platform_intersections:5|raised_links_without_explicit_vertical_transition:6
2387,INVALID,55.924,5,13,14,11,11,11,4,0,0.136522,1.0,5,30.059,178,26,2,3,25.276,20.755,layout_count_below_minimum|unreachable_platforms:2,coverage_capped_by_available_surface|link_platform_intersections:6|raised_links_without_explicit_vertical_transition:8
2388,INVALID,71.384,5,10,10,10,10,8,4,0,0.131114,0.999314,4,132.534,177,28,1,3,22.088,22.885,layout_count_below_minimum,coverage_capped_by_available_surface|link_platform_intersections:4|raised_links_without_explicit_vertical_transition:7
2389,INVALID,62.728,6,11,13,10,9,9,5,0,0.137698,0.999183,4,55.344,181,28,1,3,33.242,21.698,unreachable_platforms:2,coverage_capped_by_available_surface|link_platform_intersections:3|raised_links_without_explicit_vertical_transition:10
2390,INVALID,61.669,6,12,14,11,9,9,5,0,0.158039,1.0,5,33.89,183,28,1,3,23.727,21.573,unreachable_platforms:3,coverage_capped_by_available_surface|link_platform_intersections:3|raised_links_without_explicit_vertical_transition:10
2391,INVALID,37.226,6,13,14,9,9,10,5,0,0.136959,0.783866,5,35.534,175,26,2,3,32.424,19.852,unreachable_platforms:4|base_reachable_ratio_too_low:0.784,coverage_capped_by_available_surface|link_platform_intersections:4|raised_links_without_explicit_vertical_transition:10
2392,INVALID,64.585,6,11,13,11,10,10,5,0,0.148969,1.0,4,45.465,189,28,1,3,43.58,24.727,unreachable_platforms:1,coverage_capped_by_available_surface|link_platform_intersections:5|raised_links_without_explicit_vertical_transition:10
2393,INVALID,0,7,10,15,0,0,11,6,0,0.164875,0.0,5,43.293,195,27,4,3,31.981,1.861,arrival_blocked_by_link|arrival_has_no_free_navigation_cell|unreachable_platforms:10|base_reachable_ratio_too_low:0.000,coverage_capped_by_available_surface|link_platform_intersections:6|raised_links_without_explicit_vertical_transition:12
2394,INVALID,65.374,6,12,13,11,10,9,5,0,0.147944,1.0,6,25.264,186,27,1,3,31.481,22.144,unreachable_platforms:2,coverage_capped_by_available_surface|link_platform_intersections:3|raised_links_without_explicit_vertical_transition:10
2395,VALID,80.676,6,14,15,15,14,9,5,0,0.195193,0.997138,6,44.076,210,27,0,3,30.406,31.912,,coverage_capped_by_available_surface|link_platform_intersections:5|raised_links_without_explicit_vertical_transition:10
2396,VALID,78.936,6,13,13,13,13,10,5,0,0.167982,0.999464,5,59.576,193,27,0,3,37.101,22.991,,coverage_capped_by_available_surface|link_platform_intersections:5|raised_links_without_explicit_vertical_transition:9
